rank,number,frequencyCount,recentCount,currentDelay,F_i,D_i,T_i,C_i,Score_i
40,002,12,2,4,0.016901,0.013289,0.575798,0.2,0.220468
41,870,5,0,136,0.007042,0.451827,0.159574,0.4,0.22035
42,154,13,2,16,0.01831,0.053156,0.567819,0.169231,0.220316
43,676,8,0,189,0.011268,0.627907,0.135638,0.25,0.219653
44,887,5,0,159,0.007042,0.528239,0.159574,0.32,0.219633
45,347,13,2,8,0.01831,0.026578,0.567819,0.184615,0.218077
46,244,16,0,236,0.022535,0.784053,0.071809,0.1625,0.217614
47,461,12,2,4,0.016901,0.013289,0.575798,0.183333,0.217134
48,596,3,0,125,0.004225,0.415282,0.175532,0.4,0.216984
49,780,13,2,6,0.01831,0.019934,0.567819,0.184615,0.216748
50,898,11,2,0,0.015493,0.0,0.583777,0.181818,0.216145
51,308,14,2,2,0.019718,0.006645,0.55984,0.2,0.215197
52,439,12,2,6,0.016901,0.019934,0.575798,0.166667,0.21513
53,408,13,2,3,0.01831,0.009967,0.567819,0.184615,0.214755
54,525,12,2,0,0.016901,0.0,0.575798,0.183333,0.214476
55,178,14,2,5,0.019718,0.016611,0.55984,0.185714,0.214333
56,119,17,2,13,0.023944,0.043189,0.535904,0.188235,0.214239
57,223,15,2,11,0.021127,0.036545,0.551862,0.173333,0.213872
58,493,13,2,1,0.01831,0.003322,0.567819,0.184615,0.213426
59,653,16,2,9,0.022535,0.0299,0.543883,0.1875,0.213406
60,865,15,2,6,0.021127,0.019934,0.551862,0.186667,0.213217
61,798,16,2,16,0.022535,0.053156,0.543883,0.1625,0.213057
62,051,8,0,164,0.011268,0.54485,0.135638,0.3,0.213042
63,822,11,0,202,0.015493,0.671096,0.111702,0.2,0.212378
64,048,15,2,0,0.021127,0.0,0.551862,0.2,0.211897
65,537,13,2,3,0.01831,0.009967,0.567819,0.169231,0.211678
66,315,16,2,6,0.022535,0.019934,0.543883,0.1875,0.211412
67,266,12,2,0,0.016901,0.0,0.575798,0.166667,0.211143
68,599,16,2,16,0.022535,0.053156,0.543883,0.15,0.210557
69,925,16,2,3,0.022535,0.009967,0.543883,0.1875,0.209419
70,093,15,2,4,0.021127,0.013289,0.551862,0.173333,0.209221
71,091,10,0,188,0.014085,0.624585,0.119681,0.22,0.209047
72,627,9,0,164,0.012676,0.54485,0.12766,0.288889,0.208849
73,073,16,2,9,0.022535,0.0299,0.543883,0.1625,0.208406
74,465,7,0,158,0.009859,0.524917,0.143617,0.285714,0.208169
75,801,16,2,1,0.022535,0.003322,0.543883,0.1875,0.20809
76,282,16,2,0,0.022535,0.0,0.543883,0.1875,0.207425
77,329,14,0,207,0.019718,0.687708,0.087766,0.185714,0.20693
